anio	estado_civil	edad	raza	ingreso	partido	religion	denominacion	horas_tv
2006	Casado	64	Blanca	No aplica	Fuertemente republicano	Católica	No aplica	NA
2006	Nunca se ha casado	47	Blanca	20000 - 24999	Independiente	Ninguna	No aplica	0
2006	Nunca se ha casado	49	Blanca	No aplica	Independiente	Ninguna	No aplica	NA
2006	Nunca se ha casado	33	Blanca	10000 - 14999	Independiente	Protestante	Otra	NA
2006	Divorciado	47	Blanca	25000 o más	No fuertemente republicano	Protestante	Otra	2
2006	Casado	59	Blanca	20000 - 24999	Fuertemente demócrata	Católica	No aplica	NA
2006	Nunca se ha casado	51	Blanca	10000 - 14999	Ind, pro dem	Protestante	Otra	NA
2006	Nunca se ha casado	24	Blanca	20000 - 24999	Fuertemente republicano	Protestante	Otra	0
2006	Divorciado	60	Blanca	25000 o más	Ind, pro rep	Protestante	Asociación bautista estadounidense	NA
2006	Casado	24	Blanca	25000 o más	Ind, pro rep	Protestante	Bautista, no sabe cuál	NA
2006	Nunca se ha casado	30	Blanca	7000 - 7999	Independiente	Otra	No aplica	1
2006	Casado	80	Blanca	No aplica	Fuertemente republicano	Protestante	Luterana, no sabe cuál	7
2006	Nunca se ha casado	28	Blanca	4000 - 4999	Independiente	Ninguna	No aplica	NA
2006	Casado	45	Blanca	No aplica	Fuertemente demócrata	Católica	No aplica	2
2006	Casado	56	Blanca	25000 o más	No fuertemente republicano	Protestante	Bautista, no sabe cuál	NA
2006	Divorciado	70	Blanca	No aplica	Ind, pro rep	Protestante	Episcopal	2
2006	Viudo	76	Blanca	No aplica	No fuertemente demócrata	Budismo	No aplica	NA
2006	Casado	48	Blanca	No aplica	Fuertemente demócrata	Ninguna	No aplica	NA
2006	Casado	55	Blanca	20000 - 24999	Fuertemente demócrata	Ninguna	No aplica	NA
2006	Divorciado	77	Blanca	Se niega a responder	Otro partido	Ninguna	No aplica	NA
2006	Divorciado	67	Blanca	No aplica	Ind, pro rep	Protestante	Bautista, no sabe cuál	NA
2006	Viudo	79	Blanca	No aplica	Ind, pro dem	Protestante	Episcopal	3
2006	Casado	70	Blanca	No aplica	Fuertemente demócrata	Protestante	Luterana, no sabe cuál	NA
2006	Casado	66	Blanca	10000 - 14999	No fuertemente republicano	Protestante	Iglesia metodista unida	5
2006	Casado	69	Blanca	1000 - 2999	Fuertemente republicano	Protestante	Iglesia metodista unida	2
2006	Casado	82	Blanca	No aplica	Fuertemente republicano	Católica	No aplica	2
2006	Casado	72	Blanca	No aplica	No fuertemente demócrata	Protestante	No denominacional	NA
2006	Casado	53	Blanca	25000 o más	No fuertemente demócrata	Protestante	Otra	NA
2006	Casado	40	Blanca	7000 - 7999	Ind, pro dem	Católica	No aplica	0
2006	Casado	47	Blanca	25000 o más	No fuertemente republicano	Protestante	Metodista, no sabe cuál	NA
2006	Casado	66	Blanca	No aplica	Independiente	Protestante	Otra	NA
2006	Casado	61	Blanca	No aplica	No fuertemente republicano	Católica	No aplica	NA
2006	Casado	50	Blanca	25000 o más	Fuertemente demócrata	Protestante	Iglesia metodista unida	1
2006	Casado	27	Blanca	10000 - 14999	Independiente	Ninguna	No aplica	NA
2006	Nunca se ha casado	58	Blanca	25000 o más	No fuertemente demócrata	Católica	No aplica	NA
2006	Divorciado	78	Blanca	No aplica	No fuertemente republicano	Protestante	Episcopal	NA
2006	Viudo	74	Blanca	No aplica	No fuertemente republicano	Protestante	Iglesia metodista unida	NA
2006	Nunca se ha casado	19	Blanca	6000 - 6999	Independiente	Ninguna	No aplica	NA
2006	Casado	36	Blanca	15000 - 19999	No fuertemente republicano	Protestante	Iglesia metodista unida	NA
2006	Divorciado	77	Blanca	No aplica	Fuertemente republicano	Ninguna	No aplica	2
2006	Casado	40	Blanca	25000 o más	Ind, pro dem	Católica	No aplica	NA
2006	Casado	73	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	NA
2006	Separado	44	Blanca	25000 o más	No fuertemente republicano	Protestante	Evangélica luterana	NA
2006	Casado	72	Blanca	No aplica	No fuertemente republicano	Protestante	Otra	5
2006	Casado	30	Blanca	25000 o más	Fuertemente republicano	Protestante	Otra	NA
2006	Casado	43	Blanca	7000 - 7999	Fuertemente republicano	Protestante	Otra	NA
2006	Casado	57	Blanca	Se niega a responder	Ind, pro rep	Católica	No aplica	2
2006	Casado	37	Blanca	No aplica	Ind, pro rep	Protestante	Iglesia metodista unida	NA
2006	Casado	64	Blanca	Menos de 1000	Ind, pro rep	Ninguna	No aplica	2
2006	Casado	51	Blanca	10000 - 14999	No fuertemente republicano	Católica	No aplica	NA
2006	Nunca se ha casado	54	Blanca	25000 o más	Fuertemente demócrata	Protestante	Otra	1
2006	Casado	32	Blanca	No aplica	No fuertemente republicano	Protestante	Otra	1
2006	Casado	63	Blanca	No aplica	Ind, pro dem	Protestante	Iglesia presbiteriana de los EEUU	2
2006	Casado	76	Blanca	No aplica	Ind, pro dem	Ninguna	No aplica	1
2006	Nunca se ha casado	61	Blanca	No aplica	Fuertemente republicano	Ninguna	No aplica	6
2006	Casado	47	Blanca	25000 o más	Ind, pro rep	Católica	No aplica	NA
2006	Casado	48	Blanca	No aplica	Ind, pro dem	Protestante	Iglesia metodista unida	1
2006	Casado	44	Blanca	No aplica	Fuertemente republicano	Protestante	Bautista, no sabe cuál	NA
2006	Nunca se ha casado	32	Negra	25000 o más	Fuertemente demócrata	Ninguna	No aplica	NA
2006	Nunca se ha casado	22	Otra	20000 - 24999	Independiente	Ninguna	No aplica	6
2006	Nunca se ha casado	21	Otra	25000 o más	No fuertemente republicano	Católica	No aplica	NA
2006	Casado	45	Blanca	25000 o más	Ind, pro dem	Católica	No aplica	1
2006	Nunca se ha casado	50	Blanca	Sin respuesta	Sin respuesta	Sin respuesta	Sin respuesta	NA
2006	Casado	61	Blanca	No aplica	No fuertemente demócrata	Ninguna	No aplica	1
2006	Divorciado	35	Blanca	10000 - 14999	Ind, pro dem	Católica	No aplica	2
2006	Casado	61	Blanca	25000 o más	Fuertemente demócrata	Protestante	Otra	2
2006	Casado	52	Otra	Se niega a responder	Independiente	Sin respuesta	Sin respuesta	NA
2006	Casado	33	Blanca	15000 - 19999	Independiente	Protestante	Bautista, no sabe cuál	NA
2006	Nunca se ha casado	19	Blanca	4000 - 4999	Fuertemente demócrata	Ninguna	No aplica	NA
2006	Casado	37	Blanca	Menos de 1000	Fuertemente republicano	Protestante	Otras bautistas	0
2006	Casado	66	Blanca	No aplica	No fuertemente republicano	Protestante	Otra	1
2006	Divorciado	46	Blanca	No aplica	Ind, pro rep	Otra	No aplica	2
2006	Viudo	69	Blanca	No aplica	Ind, pro dem	Ninguna	No aplica	4
2006	Viudo	72	Blanca	No aplica	No fuertemente republicano	Protestante	Iglesia metodista unida	4
2006	Casado	47	Blanca	25000 o más	Fuertemente demócrata	Protestante	Iglesia metodista unida	2
2006	Divorciado	49	Blanca	No aplica	Ind, pro rep	Ninguna	No aplica	4
2006	Viudo	58	Otra	No aplica	Fuertemente demócrata	Protestante	Convención nacional bautista de EEUU	5
2006	Nunca se ha casado	61	Blanca	20000 - 24999	Ind, pro rep	Protestante	Iglesia metodista unida	NA
2006	Casado	37	Blanca	25000 o más	Ind, pro rep	Protestante	Luterana, no sabe cuál	3
2006	Nunca se ha casado	22	Blanca	No aplica	Ind, pro dem	Protestante	Metodista, no sabe cuál	NA
2006	Nunca se ha casado	55	Blanca	No aplica	No fuertemente demócrata	Otra	No aplica	NA
2006	Casado	58	Blanca	No aplica	Otro partido	Protestante	Iglesia metodista unida	NA
2006	Casado	57	Blanca	7000 - 7999	Ind, pro dem	Ninguna	No aplica	NA
2006	Separado	26	Blanca	10000 - 14999	Independiente	Protestante	Episcopal	3
2006	Casado	69	Blanca	No aplica	Fuertemente demócrata	Católica	No aplica	6
2006	Divorciado	66	Otra	No aplica	Ind, pro rep	Ninguna	No aplica	NA
2006	Casado	60	Blanca	No aplica	Fuertemente republicano	Protestante	Presbiteriana, no sabe cuál	NA
2006	Casado	23	Blanca	No aplica	No fuertemente demócrata	Ninguna	No aplica	2
2006	Casado	27	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	NA
2006	Divorciado	40	Blanca	25000 o más	Ind, pro rep	Ninguna	No aplica	NA
2006	Casado	27	Blanca	Menos de 1000	Independiente	Ninguna	No aplica	2
2006	Nunca se ha casado	41	Otra	25000 o más	No fuertemente republicano	Católica	No aplica	NA
2006	Nunca se ha casado	22	Otra	15000 - 19999	No fuertemente demócrata	Católica	No aplica	NA
2006	Divorciado	55	Otra	25000 o más	No fuertemente demócrata	Católica	No aplica	3
2006	Casado	59	Blanca	25000 o más	Independiente	Protestante	Otra	NA
2006	Nunca se ha casado	44	Blanca	25000 o más	Fuertemente demócrata	Cristiana	No denominacional	NA
2006	Casado	67	Blanca	Sin respuesta	Ind, pro rep	Protestante	Iglesia luterana americana	NA
2006	Divorciado	55	Blanca	25000 o más	Fuertemente republicano	Católica	No aplica	2
2006	Casado	47	Blanca	25000 o más	No fuertemente republicano	Protestante	Presbiteriana, no sabe cuál	3
2006	Casado	57	Blanca	25000 o más	No fuertemente demócrata	Católica	No aplica	2
2006	Nunca se ha casado	19	Blanca	1000 - 2999	Independiente	Protestante	Otra	NA
2006	Casado	63	Blanca	No aplica	No fuertemente republicano	Protestante	Otra	2
2006	Nunca se ha casado	50	Blanca	25000 o más	No fuertemente demócrata	Protestante	Episcopal	4
2006	Nunca se ha casado	52	Blanca	25000 o más	No fuertemente republicano	Protestante	Presbiteriana, no sabe cuál	1
2006	Divorciado	47	Blanca	25000 o más	No fuertemente demócrata	Protestante	No denominacional	NA
2006	Viudo	81	Blanca	No aplica	No fuertemente republicano	Protestante	No denominacional	NA
2006	Casado	62	Blanca	15000 - 19999	Fuertemente demócrata	Judía	No aplica	NA
2006	Casado	26	Blanca	20000 - 24999	Independiente	Protestante	Otra	NA
2006	Separado	47	Blanca	25000 o más	No fuertemente demócrata	Protestante	No denominacional	3
2006	Divorciado	46	Blanca	25000 o más	No fuertemente demócrata	Ninguna	No aplica	0
2006	Viudo	58	Blanca	25000 o más	Fuertemente republicano	Protestante	Otra	2
2006	Nunca se ha casado	26	Blanca	No aplica	No fuertemente republicano	Protestante	Luterana, no sabe cuál	4
2006	Divorciado	60	Blanca	No aplica	No fuertemente republicano	Protestante	Otra	NA
2006	Casado	36	Otra	No aplica	Ind, pro dem	Ninguna	No aplica	1
2006	Nunca se ha casado	77	Blanca	Sin respuesta	Independiente	Ninguna	No aplica	2
2006	Nunca se ha casado	38	Blanca	Menos de 1000	No fuertemente republicano	Protestante	Otra	3
2006	Casado	26	Blanca	25000 o más	No fuertemente demócrata	Sin respuesta	Sin respuesta	NA
2006	Nunca se ha casado	23	Blanca	8000 - 9999	Independiente	Ninguna	No aplica	NA
2006	Casado	31	Blanca	No aplica	No fuertemente republicano	Protestante	Otra	NA
2006	Casado	30	Blanca	25000 o más	Fuertemente republicano	Protestante	Otra	1
2006	Casado	36	Blanca	No aplica	Fuertemente republicano	Católica	No aplica	NA
2006	Casado	35	Blanca	25000 o más	Ind, pro dem	Protestante	Luterana, no sabe cuál	4
2006	Divorciado	56	Blanca	No aplica	Ind, pro dem	Protestante	Episcopal	1
2006	Nunca se ha casado	23	Blanca	15000 - 19999	No fuertemente republicano	Protestante	Otra	NA
2006	Divorciado	23	Blanca	15000 - 19999	No fuertemente demócrata	Católica	No aplica	1
2006	Nunca se ha casado	27	Negra	No aplica	No fuertemente demócrata	Protestante	Bautistas del sur	NA
2006	Casado	55	Blanca	25000 o más	Fuertemente republicano	Protestante	Presbiteriana, no sabe cuál	NA
2006	Divorciado	50	Blanca	25000 o más	Ind, pro dem	Católica	No aplica	4
2006	Divorciado	63	Negra	25000 o más	Fuertemente demócrata	Católica	No aplica	3
2006	Casado	27	Blanca	10000 - 14999	No fuertemente republicano	Protestante	No denominacional	4
2006	Casado	42	Blanca	25000 o más	No fuertemente demócrata	Protestante	Sínodo luterano	3
2006	Casado	36	Blanca	25000 o más	No fuertemente republicano	Protestante	Otra	NA
2006	Casado	41	Blanca	Se niega a responder	No fuertemente republicano	Católica	No aplica	2
2006	Casado	45	Blanca	25000 o más	Independiente	Cristiana	No denominacional	NA
2006	Casado	40	Blanca	25000 o más	Fuertemente republicano	Católica	No aplica	0
2006	Casado	42	Blanca	6000 - 6999	Independiente	Cristiana	No denominacional	10
2006	Casado	41	Blanca	25000 o más	Fuertemente republicano	Protestante	Iglesia metodista unida	NA
2006	Casado	47	Blanca	Se niega a responder	No fuertemente republicano	Protestante	Sínodo luterano	NA
2006	Nunca se ha casado	44	Blanca	10000 - 14999	Independiente	Ninguna	No aplica	NA
2006	Casado	55	Blanca	25000 o más	Ind, pro dem	Católica	No aplica	1
2006	Nunca se ha casado	57	Blanca	No aplica	Ind, pro dem	Ninguna	No aplica	5
2006	Casado	37	Blanca	20000 - 24999	Independiente	Protestante	Otra	NA
2006	Casado	44	Blanca	25000 o más	Independiente	Protestante	Iglesia metodista unida	NA
2006	Divorciado	44	Blanca	25000 o más	Independiente	Católica	No aplica	NA
2006	Nunca se ha casado	68	Blanca	No aplica	Fuertemente republicano	Protestante	Iglesia luterana americana	1
2006	Viudo	75	Blanca	No aplica	Fuertemente republicano	Protestante	Iglesia metodista unida	NA
2006	Nunca se ha casado	30	Blanca	25000 o más	Independiente	Católica	No aplica	NA
2006	Casado	76	Blanca	No aplica	Fuertemente demócrata	Católica	No aplica	4
2006	Casado	85	Blanca	No aplica	Fuertemente republicano	Protestante	Sínodo evangélico luterano de Wisconsin	NA
2006	Divorciado	49	Blanca	No aplica	No fuertemente republicano	Protestante	Bautistas del sur	2
2006	Divorciado	49	Blanca	20000 - 24999	Independiente	Protestante	Presbiteriana, no sabe cuál	NA
2006	Viudo	88	Blanca	No aplica	No fuertemente republicano	Católica	No aplica	NA
2006	Viudo	87	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	4
2006	Casado	70	Blanca	25000 o más	No fuertemente republicano	Protestante	Evangélica luterana	NA
2006	Casado	65	Blanca	Se niega a responder	No fuertemente demócrata	Sin respuesta	Sin respuesta	NA
2006	Nunca se ha casado	73	Blanca	No aplica	No fuertemente demócrata	Católica	No aplica	2
2006	Divorciado	39	Blanca	25000 o más	Otro partido	Católica	No aplica	NA
2006	Divorciado	48	Blanca	25000 o más	Ind, pro rep	Católica	No aplica	NA
2006	Nunca se ha casado	26	Blanca	20000 - 24999	Independiente	Protestante	Otra	NA
2006	Nunca se ha casado	32	Blanca	3000 - 3999	Independiente	Católica	No aplica	NA
2006	Nunca se ha casado	29	Blanca	No aplica	No fuertemente demócrata	Protestante	Luterana, no sabe cuál	2
2006	Divorciado	48	Blanca	25000 o más	Otro partido	Protestante	Luterana, no sabe cuál	1
2006	Casado	44	Blanca	25000 o más	Fuertemente republicano	Protestante	Evangélica luterana	NA
2006	Casado	47	Blanca	25000 o más	Ind, pro dem	Protestante	Bautista, no sabe cuál	NA
2006	Viudo	60	Blanca	25000 o más	Fuertemente demócrata	Protestante	Iglesia metodista unida	2
2006	Nunca se ha casado	62	Blanca	No aplica	Independiente	Protestante	Iglesia metodista unida	7
2006	Divorciado	46	Blanca	25000 o más	Independiente	Protestante	Iglesia luterana americana	NA
2006	Casado	39	Blanca	25000 o más	Ind, pro rep	Protestante	Sínodo luterano	NA
2006	Casado	53	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	1
2006	Casado	69	Blanca	No aplica	No fuertemente republicano	Protestante	Evangélica luterana	NA
2006	Nunca se ha casado	35	Blanca	20000 - 24999	Independiente	Ninguna	No aplica	NA
2006	Casado	69	Blanca	No aplica	No fuertemente demócrata	Protestante	Evangélica luterana	NA
2006	Casado	50	Blanca	No aplica	Fuertemente republicano	Católica	No aplica	NA
2006	Viudo	71	Blanca	No aplica	Independiente	Sin respuesta	Sin respuesta	4
2006	Casado	62	Blanca	25000 o más	No fuertemente republicano	Protestante	Otra	NA
2006	Casado	55	Blanca	25000 o más	Ind, pro dem	Protestante	Unión presbiteriana de iglesias	NA
2006	Casado	73	Blanca	No aplica	Fuertemente republicano	Protestante	Bautista, no sabe cuál	NA
2006	Casado	55	Blanca	20000 - 24999	Independiente	Católica	No aplica	2
2006	Nunca se ha casado	22	Blanca	No aplica	Independiente	Católica	No aplica	6
2006	Divorciado	42	Otra	No sabe	Fuertemente demócrata	Protestante	No sabe	NA
2006	Viudo	61	Blanca	10000 - 14999	Ind, pro dem	Protestante	Sínodo luterano	1
2006	Divorciado	56	Blanca	25000 o más	Independiente	Protestante	Sínodo luterano	NA
2006	Casado	24	Otra	1000 - 2999	No fuertemente demócrata	Judía	No aplica	NA
2006	Casado	29	Blanca	15000 - 19999	No fuertemente demócrata	Católica	No aplica	2
2006	Casado	30	Blanca	25000 o más	Independiente	Judía	No aplica	0
2006	Casado	33	Otra	No sabe	Independiente	Católica	No aplica	NA
2006	Casado	30	Blanca	Se niega a responder	Fuertemente republicano	Protestante	Bautistas del sur	NA
2006	Nunca se ha casado	40	Blanca	25000 o más	Ind, pro dem	Protestante	Bautista, no sabe cuál	4
2006	Nunca se ha casado	46	Blanca	No aplica	Ind, pro dem	Protestante	Luterana, no sabe cuál	10
2006	Casado	38	Blanca	25000 o más	No fuertemente republicano	Protestante	No denominacional	2
2006	Casado	50	Blanca	Se niega a responder	Fuertemente republicano	Ninguna	No aplica	NA
2006	Viudo	63	Blanca	No aplica	Independiente	Ninguna	No aplica	7
2006	Casado	21	Blanca	7000 - 7999	Ind, pro rep	Católica	No aplica	1
2006	Casado	53	Blanca	No aplica	Fuertemente republicano	Protestante	No denominacional	NA
2006	Nunca se ha casado	26	Blanca	25000 o más	Independiente	Ninguna	No aplica	NA
2006	Separado	44	Blanca	15000 - 19999	Independiente	Protestante	Otra	4
2006	Nunca se ha casado	26	Blanca	25000 o más	No fuertemente republicano	Ninguna	No aplica	2
2006	Divorciado	30	Blanca	15000 - 19999	Independiente	Ninguna	No aplica	0
2006	Casado	54	Blanca	10000 - 14999	Fuertemente demócrata	Protestante	Metodista, no sabe cuál	NA
2006	Viudo	68	Blanca	No aplica	Fuertemente republicano	Ninguna	No aplica	6
2006	Nunca se ha casado	25	Blanca	15000 - 19999	No fuertemente republicano	Ninguna	No aplica	NA
2006	Casado	22	Blanca	Menos de 1000	Independiente	Ninguna	No aplica	1
2006	Casado	47	Blanca	25000 o más	Ind, pro dem	Protestante	Sínodo luterano	4
2006	Divorciado	49	Blanca	No aplica	Independiente	Ninguna	No aplica	NA
2006	Divorciado	60	Blanca	No aplica	Ind, pro dem	Protestante	Bautista, no sabe cuál	8
2006	Nunca se ha casado	25	Blanca	15000 - 19999	Independiente	Protestante	Iglesia metodista unida	2
2006	Divorciado	34	Blanca	25000 o más	Independiente	Ninguna	No aplica	NA
2006	Divorciado	62	Blanca	No aplica	No fuertemente demócrata	Católica	No aplica	NA
2006	Casado	59	Blanca	No aplica	Fuertemente demócrata	Ninguna	No aplica	NA
2006	Casado	34	Blanca	25000 o más	Ind, pro dem	Ninguna	No aplica	NA
2006	Casado	54	Blanca	25000 o más	Otro partido	Ninguna	No aplica	NA
2006	Casado	30	Blanca	No aplica	Independiente	Ninguna	No aplica	NA
2006	Nunca se ha casado	25	Blanca	10000 - 14999	No fuertemente republicano	Protestante	Iglesias bautistas de EEUU	3
2006	Casado	48	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	NA
2006	Separado	49	Blanca	No aplica	Ind, pro rep	Protestante	Bautistas del sur	2
2006	Casado	41	Blanca	Sin respuesta	No fuertemente republicano	Protestante	Otra	NA
2006	Casado	41	Blanca	25000 o más	Fuertemente republicano	Protestante	Bautistas del sur	NA
2006	Casado	51	Blanca	20000 - 24999	Independiente	Protestante	Presbiteriana, no sabe cuál	NA
2006	Separado	49	Blanca	No aplica	Independiente	Protestante	Bautista, no sabe cuál	8
2006	Casado	45	Blanca	25000 o más	Fuertemente republicano	Ninguna	No aplica	NA
2006	Casado	39	Blanca	7000 - 7999	No fuertemente republicano	Protestante	Bautista, no sabe cuál	4
2006	Casado	36	Blanca	4000 - 4999	Ind, pro rep	Protestante	Bautista, no sabe cuál	NA
2006	Separado	38	Blanca	No aplica	Fuertemente republicano	Ninguna	No aplica	NA
2006	Divorciado	61	Blanca	25000 o más	Independiente	Protestante	Bautistas del sur	2
2006	Casado	32	Blanca	15000 - 19999	No fuertemente demócrata	Protestante	Otra	NA
2006	Divorciado	28	Blanca	6000 - 6999	Independiente	Ninguna	No aplica	NA
